1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1648,LA,Louisiana,H,n/a,,,,,Total State Votes:,,,,,,1705617,,96587,,,,,"*  In Louisiana, a Congressional primary election is not held. The election for candidates seeking Federal office is the General Election on 11/6/2012, with a Runoff Election held on 12/8/12, if necessary."
1649,,,,n/a,,,,,,,,,,,,,,,,,,
1650,ME,Maine,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,
1651,ME,Maine,1,H8ME01120,(I),Chellie,Pingree,"Pingree, Chellie",,D,31965,100.00%,,,236363,64.79%,,,,,W,
1652,ME,Maine,1,n/a,,,,,Party Votes:,D,31965,,,,,,,,,,,
1653,ME,Maine,1,H2ME01123,,Jonathan T.E.,Courtney,"Courtney, Jonathan T.E.",,R,14588,50.45%,,,128440,35.21%,,,,,,
1654,ME,Maine,1,H2ME01115,,Patrick D.,Calder,"Calder, Patrick D.",,R,14330,49.55%,,,,,,,,,,
1655,ME,Maine,1,n/a,,,,,Party Votes:,R,28918,,,,,,,,,,,
1656,ME,Maine,1,n/a,,,,,District Votes:,,60883,,,,364803,,,,,,,
1657,ME,Maine,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,
1658,ME,Maine,2,H2ME02097,(I),Michael H.,Michaud,"Michaud, Michael H.",,D,21895,100.00%,,,191456,58.19%,,,,,W,
1659,ME,Maine,2,n/a,,,,,Party Votes:,D,21895,,,,,,,,,,,
1660,ME,Maine,2,H2ME02071,,Kevin L.,Raye,"Raye, Kevin L.",,R,18703,60.01%,,,137542,41.81%,,,,,,
1661,ME,Maine,2,H2ME02154,,R. Blaine,Richardson,"Richardson, R. Blaine",,R,12465,39.99%,,,,,,,,,,
1662,ME,Maine,2,n/a,,,,,Party Votes:,R,31168,,,,,,,,,,,
1663,ME,Maine,2,n/a,,,,,District Votes:,,53063,,,,328998,,,,,,,
1664,ME,Maine,,n/a,,,,,,,,,,,,,,,,,,
1665,ME,Maine,H,n/a,,,,,Total State Votes:,,113946,,,,693801,,,,,,,
1666,ME,Maine,,n/a,,,,,,,,,,,,,,,,,,
1667,ME,Maine,S,S2ME00109,,Angus,King,"King, Angus",,IFM, ,,,,370580,52.89%,,,,,W,
1668,ME,Maine,S,S2ME00133,,"Charles E., Jr.",Summers,"Summers, Charles E., Jr.",,R,20732,29.47%,,,215399,30.74%,,,,,,
1669,ME,Maine,S,S2ME00158,,Bruce L.,Poliquin,"Poliquin, Bruce L.",,R,16064,22.84%,,,,,,,,,,
1670,ME,Maine,S,S2ME00125,,Richard A.,Bennett,"Bennett, Richard A.",,R,12576,17.88%,,,,,,,,,,
1671,ME,Maine,S,S2ME00042,,L. Scott,D'Amboise,"D'Amboise, L. Scott",,R,7722,10.98%,,,,,,,,,,
1672,ME,Maine,S,S2ME00117,,William J.,Schneider,"Schneider, William J.",,R,6875,9.77%,,,,,,,,,,
1673,ME,Maine,S,S2ME00141,,Debra D.,Plowman,"Plowman, Debra D.",,R,6309,8.97%,,,,,,,,,,
1674,ME,Maine,S,S2ME00182,,Michael,Stoddard,"Stoddard, Michael",,W(R),68,0.10%,,,,,,,,,,
1675,ME,Maine,S,n/a,,,,,Party Votes:,R,70346,,,,,,,,,,,
1676,ME,Maine,S,S2ME00083,,Cynthia Ann,Dill,"Dill, Cynthia Ann",,D,22974,44.23%,,,92900,13.26%,,,,,,
1677,ME,Maine,S,S2ME00075,,Matthew G.,Dunlap,"Dunlap, Matthew G.",,D,18546,35.71%,,,,,,,,,,
1678,ME,Maine,S,S2ME00067,,Jon,Hinck,"Hinck, Jon",,D,6414,12.35%,,,,,,,,,,
1679,ME,Maine,S,S2ME00091,,Justin Benjamin,Pollard,"Pollard, Justin Benjamin",,D,4007,7.71%,,,,,,,,,,
1680,ME,Maine,S,n/a,,,,,Party Votes:,D,51941,,,,,,,,,,,
1681,ME,Maine,S,S2ME00166,,Stephen M.,Woods,"Woods, Stephen M.",,IND,,,,,10289,1.47%,,,,,,
1682,ME,Maine,S,S2ME00174,,Danny Francis,Dalton,"Dalton, Danny Francis",,NON,,,,,5807,0.83%,,,,,,
1683,ME,Maine,S,S2ME00059,,Andrew Ian,Dodge,"Dodge, Andrew Ian",,IFL,,,,,5624,0.80%,,,,,,
1684,ME,Maine,S,n/a,,,,,Total State Votes:,,122287,,,,700599,,,,,,,
1685,,,,n/a,,,,,,,,,,,,,,,,,,
1686,MD,Maryland,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,
1687,MD,Maryland,1,H8MD01094,(I),Andy,Harris,"Harris, Andy",,R,44599,100.00%,,,214204,63.42%,,,,,W,
1688,MD,Maryland,1,n/a,,,,,Party Votes:,R,44599,,,,,,,,,,,
1689,MD,Maryland,1,H2MD01147,,Wendy,Rosen,"Rosen, Wendy",,D,10907,43.07%,,,92812,27.48%,,,,,,
1690,MD,Maryland,1,H2MD01154,,John,LaFerla,"LaFerla, John",,D/W,10850,42.85%,,,14858,4.40%,,,,,,
1691,MD,Maryland,1,H2MD01162 ,,Kim,Letke,"Letke, Kim",,D,3564,14.08%,,,,,,,,,,
1692,MD,Maryland,1,n/a,,,,,Party Votes:,D,25321,,,,,,,,,,,
1693,MD,Maryland,1,H2MD01170,,Muir Wayne,Boda,"Boda, Muir Wayne",,LIB,,,,,12857,3.81%,,,,,,
1694,MD,Maryland,1,n/a,,,Scattered,Scattered,,W,,,,,2932,0.87%,,,,,,
1695,MD,Maryland,1,H2MD01188,,Michael,Calpino,"Calpino, Michael",,W,,,,,71,0.02%,,,,,,
1696,MD,Maryland,1,H2MD01212,,Douglas Dryden,Rae,"Rae, Douglas Dryden",,W,,,,,26,0.01%,,,,,,
1697,MD,Maryland,1,n/a,,,,,District Votes:,,69920,,,,337760,,,,,,,
1698,MD,Maryland,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,
1699,MD,Maryland,2,H2MD02160,(I),C. A. Dutch ,Ruppersberger,"Ruppersberger, C. A. Dutch ",,D,26465,100.00%,,,194088,65.58%,,,,,W,
1700,MD,Maryland,2,n/a,,,,,Party Votes:,D,26465,,,,,,,,,,,
1701,MD,Maryland,2,H2MD02236,,Nancy C.,Jacobs,"Jacobs, Nancy C.",,R,12372,60.10%,,,92071,31.11%,,,,,,
1702,MD,Maryland,2,H2MD02251,,Rick,Impallaria,"Impallaria, Rick",,R,4998,24.28%,,,,,,,,,,
1703,MD,Maryland,2,H2MD02228,,Larry,Smith,"Smith, Larry",,R,2392,11.62%,,,,,,,,,,
1704,MD,Maryland,2,H2MD02269 ,,Howard H.,Orton,"Orton, Howard H.",,R,500,2.43%,,,,,,,,,,
1705,MD,Maryland,2,H2MD02244,,Vlad,Degen,"Degen, Vlad",,R,324,1.57%,,,,,,,,,,
1706,MD,Maryland,2,n/a,,,,,Party Votes:,R,20586,,,,,,,,,,,
1707,MD,Maryland,2,H2MD02293,,Leo Wayne,Dymowski,"Dymowski, Leo Wayne",,LIB,,,,,9344,3.16%,,,,,,
1708,MD,Maryland,2,n/a,,,Scattered,Scattered,,W,,,,,415,0.14%,,,,,,
1709,MD,Maryland,2,H8MD07042,,Ray ,Bly,"Bly, Ray ",,W,,,,,22,0.01%,,,,,,
1710,MD,Maryland,2,n/a,,,,,District Votes:,,47051,,,,295940,,,,,,,
1711,MD,Maryland,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,
1712,MD,Maryland,3,H6MD03292,(I),John ,Sarbanes,"Sarbanes, John ",,D,32527,86.42%,,,213747,66.83%,,,,,W,
1713,MD,Maryland,3,H2MD03135,,David H.,Lockwood,"Lockwood, David H.",,D,5111,13.58%,,,,,,,,,,
1714,MD,Maryland,3,n/a,,,,,Party Votes:,D,37638,,,,,,,,,,,
1715,MD,Maryland,3,H2MD03143,,Eric Delano,Knowles,"Knowles, Eric Delano",,R,6845,33.45%,,,94549,29.56%,,,,,,
1716,MD,Maryland,3,H8MD03082,,"Thomas E. ""Pinkston""",Harris,"Harris, Thomas E. ""Pinkston""",,R,5874,28.71%,,,,,,,,,,
1717,MD,Maryland,3,H4MD03081,,Armand F.,Girard,"Girard, Armand F.",,R,4809,23.50%,,,,,,,,,,
1718,MD,Maryland,3,H2MD03150 ,,Draper S.,Phelps,"Phelps, Draper S.",,R,2935,14.34%,,,,,,,,,,
1719,MD,Maryland,3,n/a,,,,,Party Votes:,R,20463,,,,,,,,,,,
1720,MD,Maryland,3,H2MD03168,,"Paul W., Jr. ",Drgos,"Drgos, Paul W., Jr. ",,LIB,,,,,11028,3.45%,,,,,,
1721,MD,Maryland,3,n/a,,,Scattered,Scattered,,W,,,,,535,0.17%,,,,,,
1722,MD,Maryland,3,n/a,,,,,District Votes:,,58101,,,,319859,,,,,,,
1723,MD,Maryland,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,
1724,MD,Maryland,4,H6MD04183,(I),Donna F.,Edwards,"Edwards, Donna F.",,D,42815,91.80%,,,240385,77.17%,,,,,W,
1725,MD,Maryland,4,H4MD04071,,George,McDermott,"McDermott, George",,D,2359,5.06%,,,,,,,,,,
1726,MD,Maryland,4,H2MD04257 ,,Ian,Garner,"Garner, Ian",,D,1464,3.14%,,,,,,,,,,
1727,MD,Maryland,4,n/a,,,,,Party Votes:,D,46638,,,,,,,,,,,
1728,MD,Maryland,4,H2MD04273 ,,Faith M.,Loudon,"Loudon, Faith M.",,R,9175,61.31%,,,64560,20.72%,,,,,,
1729,MD,Maryland,4,H2MD04265 ,,Randy ,Gearhart,"Gearhart, Randy ",,R,2977,19.89%,,,,,,,,,,
1730,MD,Maryland,4,H2MD04281,,Charles ,Shepherd,"Shepherd, Charles ",,R,1443,9.64%,,,,,,,,,,
1731,MD,Maryland,4,H2MD04240,,Greg ,Holmes,"Holmes, Greg ",,R,1370,9.15%,,,,,,,,,,
1732,MD,Maryland,4,n/a,,,,,Party Votes:,R,14965,,,,,,,,,,,
1733,MD,Maryland,4,H2MD04299,,Scott,Soffen,"Soffen, Scott",,LIB,,,,,6204,1.99%,,,,,,
1734,MD,Maryland,4,n/a,,,Scattered,Scattered,,W,,,,,363,0.12%,,,,,,
1735,MD,Maryland,4,n/a,,,,,District Votes:,,61603,,,,311512,,,,,,,
1736,MD,Maryland,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,
1737,MD,Maryland,5,H2MD05155,(I),Steny H. ,Hoyer,"Hoyer, Steny H. ",,D,36961,84.68%,,,238618,69.40%,,,,,W,
1738,MD,Maryland,5,H2MD05460,,Cathy,Johnson Pendleton,"Johnson Pendleton, Cathy",,D,6688,15.32%,,,,,,,,,,
1739,MD,Maryland,5,n/a,,,,,Party Votes:,D,43649,,,,,,,,,,,
1740,MD,Maryland,5,H2MD05478,,Tony,O'Donnell,"O'Donnell, Tony",,R,17329,73.67%,,,95271,27.71%,,,,,,
1741,MD,Maryland,5,H2MD05486,,David,Hill,"Hill, David",,R,3289,13.98%,,,,,,,,,,
1742,MD,Maryland,5,H2MD05494 ,,Glenn,Morton,"Morton, Glenn",,R,2903,12.34%,,,,,,,,,,
1743,MD,Maryland,5,n/a,,,,,Party Votes:,R,23521,,,,,,,,,,,
1744,MD,Maryland,5,H2MD05445,,Bob,Auerbach,"Auerbach, Bob ",,GRE,*,,,,5040,1.47%,,,,,,"*  The Libertarian Party held a convention on March 3, 2012, and the Green Party held a convention on May 12, 2012.  Convention nominees are noted with an asterisk."
1745,MD,Maryland,5,H2MD05510,,Arvin,Vohra,"Vohra, Arvin",,LIB,*,,,,4503,1.31%,,,,,,"*  The Libertarian Party held a convention on March 3, 2012, and the Green Party held a convention on May 12, 2012.  Convention nominees are noted with an asterisk."
1746,MD,Maryland,5,n/a,,,Scattered,Scattered,,W,,,,,388,0.11%,,,,,,
1747,MD,Maryland,5,n/a,,,,,District Votes:,,67170,,,,343820,,,,,,,
1748,MD,Maryland,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,
1749,MD,Maryland,6,H2MD06195,,John ,Delaney,"Delaney, John ",,D,20414,54.17%,,,181921,58.77%,,,,,W,
1750,MD,Maryland,6,H2MD06146,,Rob ,Garagiola,"Garagiola, Rob ",,D,10981,29.14%,,,,,,,,,,
1751,MD,Maryland,6,H2MD06161,,Milad,Pooran,"Pooran, Milad",,D,3590,9.53%,,,,,,,,,,
1752,MD,Maryland,6,H2MD06203 ,,Charles ,Bailey,"Bailey, Charles ",,D,1572,4.17%,,,,,,,,,,
1753,MD,Maryland,6,H2MD06211,,Ron,Little,"Little, Ron",,D,1131,3.00%,,,,,,,,,,
1754,MD,Maryland,6,n/a,,,,,Party Votes:,D,37688,,,,,,,,,,,
1755,MD,Maryland,6,H2MD06054,(I),Roscoe G. ,Bartlett,"Bartlett, Roscoe G. ",,R,17600,43.59%,,,117313,37.90%,,,,,,
1756,MD,Maryland,6,H2MD06187,,David R. ,Brinkley,"Brinkley, David R. ",,R,7987,19.78%,,,,,,,,,,
1757,MD,Maryland,6,H2MD06229 ,,Kathy ,Afzali,"Afzali, Kathy ",,R,4115,10.19%,,,,,,,,,,
1758,MD,Maryland,6,H6MD06147,,Joseph T.,Krysztoforski,"Krysztoforski, Joseph T.",,R,3073,7.61%,,,,,,,,,,
1759,MD,Maryland,6,H4MD08171,,Robin,Ficker,"Ficker, Robin",,R,2854,7.07%,,,,,,,,,,
1760,MD,Maryland,6,H2MD06120,,Brandon Orman ,Rippeon,"Rippeon, Brandon Orman ",,R,2843,7.04%,,,,,,,,,,
1761,MD,Maryland,6,H2MD06237,,Robert   ,Coblentz,"Coblentz, Robert   ",,R,970,2.40%,,,,,,,,,,
1762,MD,Maryland,6,H2MD06245,,Peter,James,"James, Peter",,R,933,2.31%,,,,,,,,,,
1763,MD,Maryland,6,n/a,,,,,Party Votes:,R,40375,,,,,,,,,,,
1764,MD,Maryland,6,H2MD06252,,Nickolaus,Mueller,"Mueller, Nickolaus",,LIB,,,,,9916,3.20%,,,,,,
1765,MD,Maryland,6,n/a,,,Scattered,Scattered,,W,,,,,399,0.13%,,,,,,
1766,MD,Maryland,6,n/a,,,,,District Votes:,,78063,,,,309549,,,,,,,
1767,MD,Maryland,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,
1768,MD,Maryland,7,H6MD07160,(I),Elijah,Cummings,"Cummings, Elijah",,D,49625,100.00%,,,247770,76.52%,,,,,W,
1769,MD,Maryland,7,n/a,,,,,Party Votes:,D,49625,,,,,,,,,,,
1770,MD,Maryland,7,H0MD07072,,Frank C. ,Mirabile,"Mirabile, Frank C. ",,R,10849,69.80%,,,67405,20.82%,,,,,,
1771,MD,Maryland,7,H2MD07078,,M. Justin ,Kinsey,"Kinsey, M. Justin ",,R,4695,30.20%,,,,,,,,,,
1772,MD,Maryland,7,n/a,,,,,Party Votes:,R,15544,,,,,,,,,,,
1773,MD,Maryland,7,H8MD07067,,Ronald M.,Owens-Bey,"Owens-Bey, Ronald M.",,LIB,,,,,8211,2.54%,,,,,,
1774,MD,Maryland,7,n/a,,,Scattered,Scattered,,W,,,,,394,0.12%,,,,,,
1775,MD,Maryland,7,H0MD07056,,Charles U. ,Smith,"Smith, Charles U. ",,W,,,,,28,0.01%,,,,,,
1776,MD,Maryland,7,H2MD07060 ,,Ty Glen ,Busch,"Busch, Ty Glen ",,W,,,,,10,0.00%,,,,,,
1777,MD,Maryland,7,n/a,,,,,District Votes:,,65169,,,,323818,,,,,,,
1778,MD,Maryland,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,
1779,MD,Maryland,8,H2MD08126,(I),Chris ,Van Hollen,"Van Hollen, Chris ",,D,35989,92.21%,,,217531,63.37%,,,,,W,
1780,MD,Maryland,8,H6MD08333,,George,English,"English, George",,D,3041,7.79%,,,,,,,,,,
1781,MD,Maryland,8,n/a,,,,,Party Votes:,D,39030,,,,,,,,,,,
1782,MD,Maryland,8,H2MD08159,,Ken,Timmerman,"Timmerman, Ken",,R,13340,46.20%,,,113033,32.93%,,,,,,
1783,MD,Maryland,8,H2MD08167 ,,Dave ,Wallace,"Wallace, Dave ",,R,9319,32.28%,,,,,,,,,,
1784,MD,Maryland,8,H2MD08084,,Shelly ,Skolnick,"Skolnick, Shelly ",,R,3671,12.71%,,,,,,,,,,
1785,MD,Maryland,8,H6MD08432,,Gus ,Alzona,"Alzona, Gus ",,R,2542,8.80%,,,,,,,,,,
1786,MD,Maryland,8,n/a,,,,,Party Votes:,R,28872,,,,,,,,,,,
1787,MD,Maryland,8,H0MD08138,,Mark,Grannis,"Grannis, Mark",,LIB,*,,,,7235,2.11%,,,,,,"*  The Libertarian Party held a convention on March 3, 2012, and the Green Party held a convention on May 12, 2012.  Convention nominees are noted with an asterisk."
1788,MD,Maryland,8,H2MD08175,,George,Gluck,"Gluck, George",,GRE,*,,,,5064,1.48%,,,,,,"*  The Libertarian Party held a convention on March 3, 2012, and the Green Party held a convention on May 12, 2012.  Convention nominees are noted with an asterisk."
1789,MD,Maryland,8,n/a,,,Scattered,Scattered,,W,,,,,393,0.11%,,,,,,
1790,MD,Maryland,8,n/a,,,,,District Votes:,,67902,,,,343256,,,,,,,
1791,MD,Maryland,,n/a,,,,,,,,,,,,,,,,,,
1792,MD,Maryland,H,n/a,,,,,Total State Votes:,,514979,,,,2585514,,,,,,,
1793,MD,Maryland,,n/a,,,,,,,,,,,,,,,,,,
1794,MD,Maryland,S,S6MD03177,(I),Ben,Cardin,"Cardin, Ben",,D,240704,74.24%,,,1474028,55.98%,,,,,W,
1795,MD,Maryland,S,S2MD00420,,C. Anthony,Muse,"Muse, C. Anthony",,D,50807,15.67%,,,,,,,,,,
1796,MD,Maryland,S,S0MD00309,,Chris,Garner,"Garner, Chris",,D,9274,2.86%,,,,,,,,,,
1797,MD,Maryland,S,S2MD00362,,Raymond Levi,Blagmon,"Blagmon, Raymond Levi",,D,5909,1.82%,,,,,,,,,,
1798,MD,Maryland,S,S2MD00404 ,,J. P.,Cusick,"Cusick, J. P.",,D,4778,1.47%,,,,,,,,,,
1799,MD,Maryland,S,S2MD00438 ,,Blaine,Taylor,"Taylor, Blaine",,D,4376,1.35%,,,,,,,,,,
1800,MD,Maryland,S,S2MD00412,,Ralph,Jaffe,"Jaffe, Ralph",,D,3313,1.02%,,,,,,,,,,
1801,MD,Maryland,S,S6MD03375,,Lih,Young,"Young, Lih",,D/W,3993,1.23%,,,163,0.01%,,,,,,
1802,MD,Maryland,S,S2MD00446 ,,Ed,Tinus,"Tinus, Ed",,D/W,1064,0.33%,,,48,0.00%,,,,,,
1803,MD,Maryland,S,n/a,,,,,Party Votes:,D,324218,,,,,,,,,,,
1804,MD,Maryland,S,S2MD00370,,Daniel John ,Bongino,"Bongino, Daniel John ",,R,68597,33.58%,,,693291,26.33%,,,,,,
1805,MD,Maryland,S,S2MD00388,,Richard J.,Douglas,"Douglas, Richard J.",,R,57776,28.28%,,,,,,,,,,
1806,MD,Maryland,S,S2MD00453 ,,Joseph,Alexander,"Alexander, Joseph",,R,18171,8.90%,,,,,,,,,,
1807,MD,Maryland,S,S2MD00396,,"Robert ""BRO""",Broadus,"Broadus, Robert ""BRO""",,R,11020,5.39%,,,,,,,,,,
1808,MD,Maryland,S,S2MD00461 ,,Rick,Hoover,"Hoover, Rick",,R,10787,5.28%,,,,,,,,,,
1809,MD,Maryland,S,S6MD03383,,John B.,Kimble,"Kimble, John B.",,R,10506,5.14%,,,,,,,,,,
1810,MD,Maryland,S,S2MD00479,,David,Jones,"Jones, David",,R,8380,4.10%,,,,,,,,,,
1811,MD,Maryland,S,S0MD00200,,Corrogan R.,Vaughn,"Vaughn, Corrogan R.",,R,8158,3.99%,,,,,,,,,,
1812,MD,Maryland,S,S2MD00354,,"William Thomas, Jr.",Capps,"Capps, William Thomas, Jr.",,R,7092,3.47%,,,,,,,,,,
1813,MD,Maryland,S,S2MD00487 ,,Brian ,Vaeth,"Vaeth, Brian ",,R,3781,1.85%,,,,,,,,,,
1814,MD,Maryland,S,n/a,,,,,Party Votes:,R,204268,,,,,,,,,,,
1815,MD,Maryland,S,S2MD00198,,S. Rob,Sobhani,"Sobhani, S. Rob",,UN,,,,,430934,16.37%,,,,,,
1816,MD,Maryland,S,S8MD00088,,Dean,Ahmad,"Ahmad, Dean",,LIB,,,,,32252,1.22%,,,,,,
1817,MD,Maryland,S,n/a,,,Scattered,Scattered,,W,,,,,2346,0.09%,,,,,,
1818,MD,Maryland,S,S2MD00503 ,,Brandy,Baker,"Baker, Brandy",,W,,,,,151,0.01%,,,,,,
1819,MD,Maryland,S,n/a,,Mary,Podlesak,"Podlesak, Mary",,W,,,,,2,0.00%,,,,,,
1820,MD,Maryland,S,n/a,,,,,Total State Votes:,,528486,,,,2633215,,,,,,,
1821,,,,n/a,,,,,,,,,,,,,,,,,,
1822,MA,Massachusetts,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,
1823,MA,Massachusetts,1,H8MA02041,(I),Richard E.,Neal,"Neal, Richard E.",,D,40295,65.47%,,,261936,98.42%,,,,,W,
1824,MA,Massachusetts,1,H2MA01194,,"Andrea F., Jr.",Nuciforo,"Nuciforo, Andrea F., Jr.",,D,15159,24.63%,,,,,,,,,,
1825,MA,Massachusetts,1,H2MA01202,,Bill,Shein,"Shein, Bill",,D,6059,9.84%,,,,,,,,,,
1826,MA,Massachusetts,1,n/a,,,All Others,All Others,,W(D),33,0.05%,,,,,,,,,,
1827,MA,Massachusetts,1,n/a,,,,,Party Votes:,D,61546,,,,,,,,,,,
1828,MA,Massachusetts,1,n/a,,,All Others,All Others,,W(R),1021,100.00%,,,,,,,,,,
1829,MA,Massachusetts,1,n/a,,,,,Party Votes:,R,1021,,,,,,,,,,,
1830,MA,Massachusetts,1,n/a,,,All Others,All Others,,W(GR),67,100.00%,,,,,,,,,,
1831,MA,Massachusetts,1,n/a,,,,,Party Votes:,GR,67,,,,,,,,,,,
1832,MA,Massachusetts,1,n/a,,,All Others,All Others,,W,,,,,4197,1.58%,,,,,,
1833,MA,Massachusetts,1,n/a,,,,,District Votes:,,62634,,,,266133,,,,,,,
1834,MA,Massachusetts,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,
1835,MA,Massachusetts,2,H4MA03022,(I),James P.,McGovern,"McGovern, James P.",,D,24375,91.35%,,,259257,98.45%,,,,,W,
1836,MA,Massachusetts,2,H2MA02069,,William ,Feegbeh,"Feegbeh, William ",,D,2265,8.49%,,,,,,,,,,
1837,MA,Massachusetts,2,n/a,,,All Others,All Others,,W(D),44,0.16%,,,,,,,,,,
1838,MA,Massachusetts,2,n/a,,,,,Party Votes:,D,26684,,,,,,,,,,,
1839,MA,Massachusetts,2,n/a,,,All Others,All Others,,W(R),569,100.00%,,,,,,,,,,
1840,MA,Massachusetts,2,n/a,,,,,Party Votes:,R,569,,,,,,,,,,,
1841,MA,Massachusetts,2,n/a,,,All Others,All Others,,W(GR),38,100.00%,,,,,,,,,,
1842,MA,Massachusetts,2,n/a,,,,,Party Votes:,GR,38,,,,,,,,,,,
1843,MA,Massachusetts,2,n/a,,,All Others,All Others,,W,,,,,4078,1.55%,,,,,,
1844,MA,Massachusetts,2,n/a,,,,,District Votes:,,27291,,,,263335,,,,,,,
1845,MA,Massachusetts,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,
1846,MA,Massachusetts,3,H8MA05143,(I),Nicola S.,Tsongas,"Tsongas, Nicola S.",,D,24105,99.19%,,,212119,65.93%,,,,,W,
1847,MA,Massachusetts,3,n/a,,,All Others,All Others,,W(D),196,0.81%,,,,,,,,,,
1848,MA,Massachusetts,3,n/a,,,,,Party Votes:,D,24301,,,,,,,,,,,
1849,MA,Massachusetts,3,H0MA05066,,Jonathan A.,Golnik,"Golnik, Jonathan A.",,R,12928,66.32%,,,109372,33.99%,,,,,,
1850,MA,Massachusetts,3,H0MA05108,,Thomas J.M.,Weaver,"Weaver, Thomas J.M.",,R,6527,33.48%,,,,,,,,,,
1851,MA,Massachusetts,3,n/a,,,All Others,All Others,,W(R),38,0.19%,,,,,,,,,,
1852,MA,Massachusetts,3,n/a,,,,,Party Votes:,R,19493,,,,,,,,,,,
1853,MA,Massachusetts,3,n/a,,,All Others,All Others,,W(GR),17,100.00%,,,,,,,,,,
1854,MA,Massachusetts,3,n/a,,,,,Party Votes:,GR,17,,,,,,,,,,,
1855,MA,Massachusetts,3,n/a,,,All Others,All Others,,W,,,,,262,0.08%,,,,,,
1856,MA,Massachusetts,3,n/a,,,,,District Votes:,,43811,,,,321753,,,,,,,
1857,MA,Massachusetts,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,
1858,MA,Massachusetts,4,H2MA04073,,"Joseph P., III",Kennedy,"Kennedy, Joseph P., III",,D,36557,89.96%,,,221303,61.09%,,,,,W,
1859,MA,Massachusetts,4,H0MA04119,,Rachel E.,Brown,"Brown, Rachel E.",,D,2635,6.48%,,,,,,,,,,
1860,MA,Massachusetts,4,H8MA04047,,Herb,Robinson,"Robinson, Herb",,D,1373,3.38%,,,,,,,,,,
1861,MA,Massachusetts,4,n/a,,,All Others,All Others,,W(D),73,0.18%,,,,,,,,,,
1862,MA,Massachusetts,4,n/a,,,,,Party Votes:,D,40638,,,,,,,,,,,
1863,MA,Massachusetts,4,H0MA04127,,Sean,Bielat,"Bielat, Sean",,R,14834,73.21%,,,129936,35.87%,,,,,,
1864,MA,Massachusetts,4,H2MA04040,,Elizabeth ,Childs,"Childs, Elizabeth ",,R,2735,13.50%,,,,,,,,,,
1865,MA,Massachusetts,4,H2MA04107,,David L.,Steinhof,"Steinhof, David L.",,R,2669,13.17%,,,,,,,,,,
1866,MA,Massachusetts,4,n/a,,,All Others,All Others,,W(R),25,0.12%,,,,,,,,,,
1867,MA,Massachusetts,4,n/a,,,,,Party Votes:,R,20263,,,,,,,,,,,
1868,MA,Massachusetts,4,n/a,,,All Others,All Others,,W(GR),18,100.00%,,,,,,,,,,
1869,MA,Massachusetts,4,n/a,,,,,Party Votes:,GR,18,,,,,,,,,,,
1870,MA,Massachusetts,4,H0MA09027,,David A.,Rosa,"Rosa, David A.",,IND,,,,,10741,2.97%,,,,,,
1871,MA,Massachusetts,4,n/a,,,All Others,All Others,,W,,,,,265,0.07%,,,,,,
1872,MA,Massachusetts,4,n/a,,,,,District Votes:,,60919,,,,362245,,,,,,,
1873,MA,Massachusetts,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,
1874,MA,Massachusetts,5,H6MA07101,(I),Edward J.,Markey,"Markey, Edward J.",,D,38196,99.18%,,,257490,75.49%,,,,,W,
1875,MA,Massachusetts,5,n/a,,,All Others,All Others,,W(D),316,0.82%,,,,,,,,,,
1876,MA,Massachusetts,5,n/a,,,,,Party Votes:,D,38512,,,,,,,,,,,
1877,MA,Massachusetts,5,H4MA05043,,Tom,Tierney,"Tierney, Tom",,R,4789,41.16%,,,82944,24.32%,,,,,,
1878,MA,Massachusetts,5,H2MA05120,,"Frank John, Jr.",Addivinola,"Addivinola, Frank John, Jr.",,R,3531,30.35%,,,,,,,,,,
1879,MA,Massachusetts,5,H2MA07092,,Jeffrey M.,Semon,"Semon, Jeffrey M.",,R,3250,27.93%,,,,,,,,,,
1880,MA,Massachusetts,5,n/a,,,All Others,All Others,,W(R),65,0.56%,,,,,,,,,,
1881,MA,Massachusetts,5,n/a,,,,,Party Votes:,R,11635,,,,,,,,,,,
